"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","FITC-A","PE-A","Time"
13625.6,65394.9,13655,4032.72,65111.7,4059,44848.1,18,1.33542
17885.4,79510.3,14742,11874.2,75479.2,10310,158207,33,1.33542
10156.2,64583.2,10306,3377.52,66232.5,3342,97673.8,28.5,1.33542
16370.6,76425.5,14038,10710,73250.9,9582,71981.3,51.75,1.33542
10167.7,65831.8,10122,5615.28,69395.3,5303,109227,13.5,1.33777
22162.6,85387.7,17010,14375.5,77925.1,12090,62659.4,43.5,1.33777
15695.4,70409.4,14609,8948.88,70312.2,8341,55709.3,0,1.33777
20281.6,75784,17539,10511.3,74231.4,9280,97030.8,15,1.33777
12282.9,65551.4,12280,4901.76,67944.5,4728,23896.1,1.5,1.33777
9533.44,64878.9,9630,3153.6,65094.3,3175,63128.2,-24.75,1.33777
18338.6,77110,15586,10377.4,73746.5,9222,93026.2,3.75,1.33777
14210.6,65779.3,14158,5189.04,66174.1,5139,813.6,-33.75,1.33777
15779.2,66263.3,15606,5481.36,68112.7,5274,74131.9,-15,1.34013
16948.5,67244,16518,6886.8,66353,6802,3299.76,12,1.34013
18712.3,72354.2,16949,8857.44,72696.5,7985,111015,2.25,1.34013
21326.1,76902.5,18174,13530.2,74103.1,11966,105147,3.75,1.34013
10915.8,65159,10979,4050.72,65337.9,4063,56581.2,-4.5,1.34013
14220.8,75147.1,12402,8408.16,72830.7,7566,83097.4,9.75,1.34013
17176.3,73640.4,15286,11117.5,73020.4,9978,101056,-0.75,1.34013
9763.84,64491.3,9922,3936.96,65319.7,3950,480.96,3,1.34013
12678.4,65849.7,12618,4649.04,66306.7,4595,67685,-6,1.34013
13950.7,66223,13806,5142.96,65791.3,5123,20927.5,-6,1.34013
12992.6,72994.9,11665,6668.64,72201.6,6053,154839,18.75,1.34248
8037.76,64880.2,8119,3501.36,66415.4,3455,58703,24,1.34248
9841.92,72873.1,8851,6156,70642.6,5711,794.16,26.25,1.34248
11876.5,65395.5,11902,4317.12,66073.5,4282,99768.2,6.75,1.34248
13481.6,75219.7,11746,6884.64,72190.7,6250,65550.2,-7.5,1.34248
16012.8,76610.8,13698,10800.7,74368.1,9518,1447.92,48,1.34248
16329,66098.5,16190,5620.32,66068.8,5575,91992.2,7.5,1.34248
17374.7,75523.6,15077,9209.52,74064.9,8149,130168,9.75,1.34483
15401.6,66462.1,15187,5309.28,65961.9,5275,665.28,7.5,1.34483
12121,66053.5,12026,4786.56,66096.1,4746,1270.08,8.25,1.34483
10811.5,64819.7,10931,4428.72,65502.3,4431,660.24,15.75,1.34483
11250.6,66044.1,11164,5013.36,66725.3,4924,802.08,-0.75,1.34483
16323.2,71070.8,15052,8625.6,70449.6,8024,18474.5,21,1.34483
12145.3,64827.6,12278,3881.52,65527.9,3882,29723.8,-6,1.34483
23199.4,77373.7,19650,15214.3,75251.8,13250,144009,54.75,1.34483
15415.7,66040.1,15298,5404.32,66151.9,5354,66377.5,24.75,1.34483
14947.2,72208.4,13566,10565.3,72073.1,9607,88301.5,43.5,1.34483
15333.1,70001.5,14355,10053.4,70398.2,9359,71565.8,18,1.34483
13985.3,72106,12711,8067.6,71380.9,7407,6473.52,38.25,1.34718
25944.3,74603.4,22791,17588.2,71491.5,16123,1542.24,26.25,1.34718
17851.5,67680,17286,8907.84,69415.5,8410,1107.36,18.75,1.34718
